"id","username","value"
5032,"echo-881302279","Vlan10"
5033,"hella-1080596937","Vlan7"
5034,"ennui-1808256712","Vlan8"
5035,"american-858865238","Vlan5"
5036,"occupy-1574001584","Vlan2"
5037,"brooklyn-1800149709","Vlan1"
5038,"jean-1174572628","Vlan2"
5039,"trade-274682956","Vlan3"
5040,"vice-580100799","Vlan5"
5041,"butcher-1319973118","Vlan7"
5042,"stumptown-1596991752","Vlan5"
5043,"artisan-377593894","Vlan4"
5044,"art-1232894763","Vlan8"
5045,"VHS-917827488","Vlan1"
5046,"party-934127599","Vlan10"
5047,"williamsburg-664339892","Vlan10"
5048,"case-187063027","Vlan4"
5049,"post-ironic-1117815023","Vlan6"
5050,"pack-1077873249","Vlan1"
5051,"case-1292878336","Vlan6"
5052,"salvia-964772411","Vlan10"
5053,"party-2057951865","Vlan7"
5054,"organic-1164209402","Vlan9"
5055,"readymade-425106275","Vlan9"
5056,"pour-over-2006804134","Vlan8"
5057,"Swag-1994000933","Vlan5"
5058,"cred-764722716","Vlan2"
5059,"out-896084034","Vlan4"
5060,"number-80407214","Vlan3"
5061,"thundercats-2145717558","Vlan8"
5062,"bushwick-875356223","Vlan2"
5063,"PBR-963865869","Vlan1"
5064,"fanny-1583282888","Vlan2"
5065,"Post-ironic-1651247481","Vlan4"
5066,"heard-1227488826","Vlan4"
5067,"sold-275550851","Vlan10"
5068,"post-ironic-1678899902","Vlan7"
5069,"batch-1619202403","Vlan7"
5070,"cred-274358195","Vlan6"
5071,"party-1774672893","Vlan7"
5072,"VHS-1084210924","Vlan8"
5073,"apparel-1529807298","Vlan7"
5074,"VHS-347581346","Vlan9"
5075,"etsy-1876437105","Vlan10"
5076,"mcsweeney's-1413356943","Vlan5"
5077,"terry-1019011000","Vlan7"
5078,"ennui-343963748","Vlan1"
5079,"Gluten-free-756122404","Vlan9"
5080,"pack-1770052306","Vlan6"
5081,"problem-1682146651","Vlan8"
5082,"VHS-800093000","Vlan7"
5083,"occupy-610868510","Vlan3"
5084,"Brooklyn-263431474","Vlan9"
5085,"messenger-137034993","Vlan8"
5086,"stumptown-2070455139","Vlan6"
5087,"kale-1046979861","Vlan10"
5088,"PBR-1295346010","Vlan8"
5089,"chips-49576857","Vlan2"
5090,"company-414772896","Vlan3"
5091,"Pop-up-1482724502","Vlan2"
5092,"cred-407042630","Vlan1"
5093,"street-17300177","Vlan4"
5094,"street-1940746469","Vlan1"
5095,"Brooklyn-901401462","Vlan9"
5096,"butcher-1407267814","Vlan3"
5097,"Messenger-793622291","Vlan7"
5098,"echo-1114832466","Vlan1"
5099,"mcsweeney's-1528551759","Vlan9"
5100,"rights-2072318375","Vlan1"
5101,"forage-1218791821","Vlan1"
5102,"rights-352482511","Vlan4"
5103,"art-689918459","Vlan4"
5104,"level-1939934294","Vlan8"
5105,"sold-1614765990","Vlan9"
5106,"Messenger-779461997","Vlan1"
5107,"haven't-1590655174","Vlan2"
5108,"cred-1969509124","Vlan4"
5109,"Pop-up-1977840883","Vlan10"
5110,"richardson-688292206","Vlan5"
5111,"art-1542879999","Vlan9"
5112,"echo-1418433331","Vlan4"
5113,"readymade-70749034","Vlan8"
5114,"probably-1255366790","Vlan2"
5115,"level-1725041693","Vlan6"
5116,"sweater-1134415141","Vlan6"
5117,"art-1856370988","Vlan5"
5118,"rights-1530590698","Vlan3"
5119,"carles-1117898186","Vlan10"
5120,"direct-319694385","Vlan7"
5121,"gastropub-1255843297","Vlan1"
5122,"biodiesel-795645637","Vlan3"
5123,"keffiyeh-1731130214","Vlan2"
5124,"richardson-2073609728","Vlan6"
5125,"echo-1939313335","Vlan7"
5126,"shorts-718961929","Vlan4"
5127,"Polaroid-361463846","Vlan1"
5128,"cosby-1950191659","Vlan9"
5129,"probably-492194785","Vlan4"
5130,"kogi-1272484734","Vlan3"
5131,"synth-775208526","Vlan2"
5132,"of-1669326811","Vlan6"
5133,"it-1217055303","Vlan1"
5134,"brunch-2111330280","Vlan9"
5135,"pinterest-1889879382","Vlan7"
5136,"marfa-1872841634","Vlan6"
5137,"odd-686173704","Vlan5"
5138,"beer-1866181117","Vlan7"
5139,"tofu-653939234","Vlan10"
5140,"master-839884573","Vlan9"
5141,"Gluten-free-1373273062","Vlan9"
5142,"pickled-1844688039","Vlan9"
5143,"mumblecore-600303910","Vlan9"
5144,"american-738163443","Vlan10"
5145,"occupy-1307459450","Vlan5"
5146,"trade-1640161227","Vlan4"
5147,"fanny-784477206","Vlan3"
5148,"thing-1395917971","Vlan4"
5149,"mustache-1185480010","Vlan10"
5150,"jean-692465008","Vlan3"
5151,"carles-1124271413","Vlan5"
5152,"truck-453997606","Vlan10"
5153,"narwhal-1936880989","Vlan5"
5154,"american-1906870886","Vlan10"
5155,"park-457988181","Vlan1"
5156,"chips-1173056210","Vlan6"
5157,"irony-1206078706","Vlan2"
5158,"truffaut-2117929606","Vlan10"
5159,"dreamcatcher-1716153908","Vlan9"
5160,"forage-1340446151","Vlan7"
5161,"terry-770166847","Vlan1"
5162,"cred-1093443958","Vlan3"
5163,"mixtape-664814688","Vlan2"
5164,"chillwave-861004289","Vlan2"
5165,"odd-365693291","Vlan7"
5166,"life-1469619271","Vlan9"
5167,"mlkshk-931196772","Vlan4"
5168,"day-1680602436","Vlan6"
5169,"direct-400201615","Vlan6"
5170,"fanny-1343292275","Vlan2"
5171,"Leggings-2054860989","Vlan1"
5172,"heard-1022048739","Vlan7"
5173,"direct-1660561678","Vlan7"
5174,"life-1049103122","Vlan5"
5175,"apparel-2076774592","Vlan4"
5176,"vegan-2121076207","Vlan6"
5177,"Polaroid-840358753","Vlan7"
5178,"stumptown-1950389626","Vlan8"
5179,"freegan-689016145","Vlan10"
5180,"ethnic-1351257216","Vlan4"
5181,"world-1173828443","Vlan7"
5182,"post-ironic-1752468561","Vlan4"
5183,"Leggings-1434290960","Vlan2"
5184,"fap-2013297615","Vlan9"
5185,"apparel-676967151","Vlan9"
5186,"Bicycle-1380380524","Vlan6"
5187,"VHS-38646131","Vlan4"
5188,"future-134492050","Vlan1"
5189,"apparel-1900592402","Vlan4"
5190,"hand-1443404558","Vlan2"
5191,"park-321650111","Vlan8"
5192,"womn-1079610301","Vlan5"
5193,"bag-1579012548","Vlan3"
5194,"shorts-1533694072","Vlan1"
5195,"farm-to-table-1605507330","Vlan2"
5196,"post-ironic-1538547768","Vlan9"
5197,"post-ironic-339603765","Vlan10"
5198,"heard-727761991","Vlan6"
5199,"put-670188626","Vlan1"
5200,"richardson-1349064981","Vlan7"
5201,"Umami-2010857169","Vlan9"
5202,"cosby-525752380","Vlan6"
5203,"occupy-806733409","Vlan4"
5204,"messenger-989154760","Vlan4"
5205,"pickled-426848630","Vlan7"
5206,"tofu-883660907","Vlan6"
5207,"pinterest-603691883","Vlan6"
5208,"government-1608099700","Vlan10"
5209,"Umami-1392479333","Vlan3"
5210,"mlkshk-643492513","Vlan2"
5211,"vinyl-1249783152","Vlan2"
5212,"keffiyeh-513310541","Vlan1"
5213,"american-2044092419","Vlan2"
5214,"hella-1919831788","Vlan9"
5215,"direct-1211012554","Vlan8"
5216,"vegan-1100582680","Vlan2"
5217,"carles-453170560","Vlan10"
5218,"art-1965748446","Vlan5"
5219,"way-1887336246","Vlan4"
5220,"heard-378453469","Vlan8"
5221,"cleanse-1482186230","Vlan8"
5222,"park-1327744150","Vlan3"
5223,"butcher-1725891153","Vlan7"
5224,"butcher-1357241693","Vlan6"
5225,"jean-1275401205","Vlan7"
5226,"haven't-1012462792","Vlan10"
5227,"8-bit-1373863178","Vlan5"
5228,"park-2113211024","Vlan7"
5229,"PBR-1476487993","Vlan3"
5230,"truffaut-441516724","Vlan8"
5231,"park-1068928951","Vlan7"
5232,"pop-up-1513915369","Vlan4"
5233,"future-1968696108","Vlan8"
5234,"denim-1272066096","Vlan4"
5235,"raw-235559565","Vlan1"
5236,"haven't-1995853937","Vlan8"
5237,"Brooklyn-955159565","Vlan3"
5238,"party-1590935994","Vlan3"
5239,"Lomo-159276452","Vlan1"
5240,"biodiesel-1771016615","Vlan9"
5241,"terry-1164249963","Vlan8"
5242,"PBR-1709282106","Vlan8"
5243,"Marfa-1928189931","Vlan2"
5244,"small-2021745683","Vlan3"
5245,"apparel-1846810380","Vlan6"
5246,"pinterest-207804145","Vlan6"
5247,"Post-ironic-854200478","Vlan5"
5248,"Skateboard-2090903131","Vlan9"
5249,"Four-2050036347","Vlan3"
5250,"you-826947247","Vlan10"
5251,"pitchfork-1069482184","Vlan1"
5252,"problem-193212120","Vlan7"
5253,"terry-1032511292","Vlan9"
5254,"fanny-1861237818","Vlan4"
5255,"food-1575432725","Vlan4"
5256,"master-1906306254","Vlan2"
5257,"tofu-752986537","Vlan7"
5258,"narwhal-1279414990","Vlan1"
5259,"truffaut-1686882853","Vlan4"
5260,"art-1528721353","Vlan1"
5261,"gastropub-459984230","Vlan5"
5262,"life-1096481734","Vlan4"
5263,"level-550917315","Vlan7"
5264,"child-2105514260","Vlan3"
5265,"readymade-1443545382","Vlan2"
5266,"authentic-1407871727","Vlan7"
5267,"selvage-56433973","Vlan3"
5268,"keffiyeh-511620095","Vlan7"
5269,"narwhal-1864013477","Vlan3"
5270,"Lomo-1651377616","Vlan3"
5271,"irony-1587585915","Vlan9"
5272,"cray-1813594246","Vlan5"
5273,"haven't-381880169","Vlan10"
5274,"street-2055952941","Vlan4"
5275,"wayfarers-1201998854","Vlan5"
5276,"future-1070688333","Vlan2"
5277,"truffaut-1709253939","Vlan7"
5278,"Vinyl-165392091","Vlan7"
5279,"polaroid-904960939","Vlan1"
5280,"messenger-1205551628","Vlan6"
5281,"it-1364102276","Vlan10"
5282,"Ethnic-39209200","Vlan6"
5283,"narwhal-688844911","Vlan6"
5284,"chips-1932882920","Vlan5"
5285,"echo-1588980481","Vlan2"
5286,"fanny-1886973887","Vlan1"
5287,"Marfa-940738936","Vlan10"
5288,"high-1169989787","Vlan2"
5289,"Leggings-735538824","Vlan5"
5290,"stumptown-1167694635","Vlan10"
5291,"stumptown-1002759096","Vlan5"
5292,"high-2133776482","Vlan10"
5293,"art-2067422737","Vlan8"
5294,"party-902215785","Vlan6"
5295,"organic-234279308","Vlan2"
5296,"post-ironic-673243136","Vlan5"
5297,"richardson-1758784786","Vlan5"
5298,"probably-232592439","Vlan2"
5299,"etsy-851547637","Vlan9"
5300,"etsy-1947098549","Vlan8"
5301,"gastropub-1680941902","Vlan2"
5302,"readymade-1740086486","Vlan2"
5303,"ethnic-1039893996","Vlan10"
5304,"richardson-1141448192","Vlan6"
5305,"butcher-588685102","Vlan8"
5306,"denim-749841018","Vlan5"
5307,"carles-1348720672","Vlan9"
5308,"number-1861336795","Vlan1"
5309,"you-634196817","Vlan8"
5310,"street-1286519528","Vlan2"
5311,"sweater-898200983","Vlan6"
5312,"Tofu-1182076778","Vlan8"
5313,"trust-764451510","Vlan7"
5314,"truck-1128753640","Vlan4"
5315,"photo-1973868723","Vlan9"
5316,"skateboard-1856239919","Vlan5"
5317,"Four-1567302235","Vlan4"
5318,"etsy-803649233","Vlan3"
5319,"sweater-320364607","Vlan7"
5320,"tofu-1206886876","Vlan8"
5321,"salvia-473900479","Vlan5"
5322,"richardson-833180477","Vlan2"
5323,"cred-1833856146","Vlan3"
5324,"williamsburg-704938527","Vlan9"
5325,"dreamcatcher-240619915","Vlan3"
5326,"park-747531246","Vlan1"
5327,"Tofu-2095296738","Vlan3"
5328,"bespoke-1951833679","Vlan10"
5329,"odd-1156475229","Vlan4"
5330,"life-124323560","Vlan8"
5331,"Gluten-free-1174788399","Vlan1"
5332,"ethnic-733626810","Vlan2"
5333,"vinyl-515351153","Vlan3"
5334,"bag-960141506","Vlan10"
5335,"irony-1652814642","Vlan7"
5336,"Swag-1672297273","Vlan2"
5337,"booth-1161438625","Vlan7"
5338,"them-655955304","Vlan5"
5339,"sriracha-769953646","Vlan10"
5340,"Austin-1025455588","Vlan5"
5341,"photo-1323010041","Vlan3"
5342,"occupy-1042548968","Vlan2"
5343,"occupy-872444744","Vlan4"
5344,"gentrify-1510921162","Vlan6"
5345,"way-675383414","Vlan8"
5346,"problem-702638551","Vlan1"
5347,"park-357148336","Vlan8"
5348,"biodiesel-1111333404","Vlan1"
5349,"direct-1450670354","Vlan6"
5350,"government-854683371","Vlan9"
5351,"future-181931150","Vlan3"
5352,"direct-1845040848","Vlan9"
5353,"DIY-700666226","Vlan8"
5354,"future-445735987","Vlan10"
5355,"pop-up-238292080","Vlan8"
5356,"mumblecore-363861850","Vlan6"
5357,"echo-870015538","Vlan6"
5358,"carles-1884092577","Vlan7"
5359,"pinterest-564364287","Vlan2"
5360,"raw-1641646923","Vlan2"
5361,"art-11509388","Vlan8"
5362,"bird-1589312133","Vlan9"
5363,"viral-635681209","Vlan5"
5364,"chips-1133021297","Vlan9"
5365,"group-995267003","Vlan3"
5366,"fund-1252706661","Vlan8"
5367,"eye-306002202","Vlan9"
5368,"Vinyl-397937410","Vlan2"
5369,"cred-1671519096","Vlan9"
5370,"occupy-1896240400","Vlan7"
5371,"bird-1420784455","Vlan4"
5372,"kogi-1797968280","Vlan6"
5373,"pack-239306537","Vlan7"
5374,"Pop-up-1282349439","Vlan10"
5375,"ethical-786109495","Vlan10"
5376,"art-835749791","Vlan3"
5377,"organic-1165401756","Vlan5"
5378,"brunch-1913168853","Vlan9"
5379,"odd-824388924","Vlan5"
5380,"master-861391713","Vlan10"
5381,"belly-51962806","Vlan2"
5382,"raw-268495999","Vlan2"
5383,"Tofu-128736714","Vlan7"
5384,"american-1510218765","Vlan5"
5385,"kale-252778517","Vlan7"
5386,"shorts-768095833","Vlan10"
5387,"mlkshk-421106785","Vlan3"
5388,"carles-1470537488","Vlan2"
5389,"trade-138749235","Vlan5"
5390,"narwhal-1073851130","Vlan5"
5391,"art-549205059","Vlan1"
5392,"irony-493842123","Vlan4"
5393,"park-1392428882","Vlan1"
5394,"ethical-210760067","Vlan7"
5395,"future-1254969800","Vlan1"
5396,"number-542692022","Vlan10"
5397,"fap-899328727","Vlan10"
5398,"Lo-fi-2027077143","Vlan7"
5399,"park-611164536","Vlan5"
5400,"haven't-1412538775","Vlan1"
5401,"odd-325792979","Vlan5"
5402,"truck-686357457","Vlan1"
5403,"Leggings-1464165444","Vlan8"
5404,"government-1446175411","Vlan9"
5405,"shoreditch-86863095","Vlan10"
5406,"retro-956382691","Vlan7"
5407,"DIY-529563977","Vlan2"
5408,"beer-990247639","Vlan6"
5409,"stumptown-168338832","Vlan3"
5410,"park-689304669","Vlan3"
5411,"ethnic-1639764567","Vlan5"
5412,"retro-37968358","Vlan10"
5413,"farm-to-table-1366626981","Vlan9"
5414,"master-1749776384","Vlan9"
5415,"kogi-897727516","Vlan7"
5416,"raw-1132403296","Vlan6"
5417,"fap-378955095","Vlan10"
5418,"Iphone-319024901","Vlan4"
5419,"raw-1023076165","Vlan6"
5420,"Swag-154991467","Vlan6"
5421,"Gluten-free-2134570289","Vlan9"
5422,"odd-835310556","Vlan8"
5423,"stumptown-2096856790","Vlan8"
5424,"cray-401784148","Vlan7"
5425,"truck-1182843596","Vlan5"
5426,"Umami-1657779422","Vlan2"
5427,"Gluten-free-2052419431","Vlan4"
5428,"raw-823233827","Vlan8"
5429,"company-1128497357","Vlan7"
5430,"forage-756522166","Vlan9"
5431,"cred-261412526","Vlan1"
5432,"richardson-1652317155","Vlan9"
5433,"organic-55210116","Vlan2"
5434,"Dreamcatcher-469382237","Vlan9"
5435,"life-1556923454","Vlan4"
5436,"truck-15819179","Vlan5"
5437,"cleanse-817004654","Vlan4"
5438,"chips-295250818","Vlan3"
5439,"odd-1196413078","Vlan5"
5440,"you-356480300","Vlan9"
5441,"raw-1796155013","Vlan10"
5442,"freegan-1319971884","Vlan8"
5443,"you-1435003610","Vlan8"
5444,"cred-28756122","Vlan7"
5445,"pour-over-1116323911","Vlan6"
5446,"Brooklyn-1435360961","Vlan2"
5447,"trade-1325336452","Vlan2"
5448,"PBR-1807026939","Vlan5"
5449,"photo-1981810475","Vlan4"
5450,"raw-1873091002","Vlan1"
5451,"Dreamcatcher-84015621","Vlan7"
5452,"synth-1302469438","Vlan4"
5453,"beer-718288381","Vlan7"
5454,"high-469155558","Vlan9"
5455,"keffiyeh-702132821","Vlan5"
5456,"party-610080744","Vlan3"
5457,"seitan-1746889565","Vlan8"
5458,"post-ironic-505934045","Vlan7"
5459,"fap-1903827991","Vlan10"
5460,"trade-1188892855","Vlan4"
5461,"narwhal-55836177","Vlan4"
5462,"godard-41861541","Vlan1"
5463,"Brooklyn-1497446881","Vlan5"
5464,"booth-1363595709","Vlan1"
5465,"sriracha-297207101","Vlan8"
5466,"Lomo-1963371346","Vlan8"
5467,"brunch-49653541","Vlan6"
5468,"work-733319362","Vlan2"
5469,"hand-2016648495","Vlan3"
5470,"gentrify-1496269779","Vlan2"
5471,"vegan-56317260","Vlan8"
5472,"fap-333696279","Vlan10"
5473,"street-1785059843","Vlan7"
5474,"carles-493883299","Vlan2"
5475,"haven't-1693038949","Vlan7"
5476,"keffiyeh-1208523031","Vlan4"
5477,"mumblecore-1208887988","Vlan1"
5478,"cosby-1124606883","Vlan2"
5479,"haven't-230058213","Vlan2"
5480,"beer-919860786","Vlan2"
5481,"vinyl-1304363583","Vlan10"
5482,"polaroid-1800113019","Vlan7"
5483,"Cardigan-210697404","Vlan10"
5484,"work-1253495541","Vlan4"
5485,"carles-1635978843","Vlan8"
5486,"butcher-16155111","Vlan5"
5487,"mustache-2004419286","Vlan9"
5488,"bag-1863783947","Vlan7"
5489,"hoodie-1879136367","Vlan6"
5490,"mlkshk-8843169","Vlan7"
5491,"apparel-1455159778","Vlan9"
5492,"shoreditch-1041870306","Vlan1"
5493,"trade-314895999","Vlan3"
5494,"semiotics-1201827882","Vlan7"
5495,"direct-1342653305","Vlan4"
5496,"heard-311163733","Vlan7"
5497,"way-1374165611","Vlan7"
5498,"craft-866942862","Vlan8"
5499,"richardson-1567395318","Vlan9"
5500,"child-1966371100","Vlan7"
5501,"biodiesel-823141199","Vlan1"
5502,"high-297295436","Vlan7"
5503,"retro-1635039188","Vlan1"
5504,"irony-1274770929","Vlan2"
5505,"Dreamcatcher-483115445","Vlan10"
5506,"Swag-1017323377","Vlan9"
5507,"skateboard-2049645083","Vlan7"
5508,"way-152494023","Vlan9"
5509,"jean-508303476","Vlan3"
5510,"cred-2066224564","Vlan10"
5511,"wolf-1948293929","Vlan5"
5512,"master-1765060098","Vlan4"
5513,"small-1426644369","Vlan6"
5514,"bicycle-366458259","Vlan10"
5515,"way-571357802","Vlan4"
5516,"williamsburg-1834220080","Vlan10"
5517,"fap-737383662","Vlan5"
5518,"sriracha-794143168","Vlan1"
5519,"park-424627897","Vlan4"
5520,"PBR-644956217","Vlan10"
5521,"vinyl-1471047590","Vlan10"
5522,"VHS-1675311135","Vlan3"
5523,"richardson-176880781","Vlan1"
5524,"life-706659875","Vlan9"
5525,"cred-827199847","Vlan1"
5526,"thing-1589084277","Vlan5"
5527,"week-188811410","Vlan8"
5528,"art-867443927","Vlan5"
5529,"art-692017293","Vlan3"
5530,"ennui-229320721","Vlan10"
5531,"pop-up-1044411124","Vlan1"
5532,"sold-1031546163","Vlan9"
5533,"PBR-913674245","Vlan10"
5534,"viral-445424668","Vlan4"
5535,"park-888106427","Vlan9"
5536,"raw-1898815466","Vlan8"
5537,"semiotics-832766703","Vlan5"
5538,"brooklyn-723416658","Vlan6"
5539,"butcher-1431671887","Vlan10"
5540,"denim-1197209804","Vlan4"
5541,"bicycle-1502953756","Vlan5"
5542,"fixie-559641457","Vlan6"
5543,"artisan-1392931642","Vlan9"
5544,"DIY-1068495541","Vlan5"
5545,"child-494982521","Vlan7"
5546,"butcher-1680286404","Vlan9"
5547,"Tofu-841203487","Vlan4"
5548,"gentrify-991314903","Vlan8"
5549,"narwhal-1223307008","Vlan10"
5550,"odd-1275491504","Vlan10"
5551,"selvage-969635121","Vlan4"
5552,"small-2117816162","Vlan2"
5553,"denim-2011623989","Vlan5"
5554,"chips-540272079","Vlan10"
5555,"haven't-1552309181","Vlan8"
5556,"art-81517655","Vlan3"
5557,"biodiesel-2092938665","Vlan2"
5558,"Bicycle-1803466692","Vlan10"
5559,"Cardigan-2115410107","Vlan6"
5560,"fact-1077605318","Vlan2"
5561,"VHS-87571605","Vlan5"
5562,"kogi-1567245979","Vlan1"
5563,"Marfa-1910076888","Vlan5"
5564,"semiotics-1920872557","Vlan9"
5565,"gastropub-689179501","Vlan7"
5566,"DIY-36801128","Vlan8"
5567,"narwhal-558246288","Vlan2"
5568,"food-2123150772","Vlan8"
5569,"man-2079679916","Vlan5"
5570,"rights-821639458","Vlan2"
5571,"Polaroid-996268435","Vlan9"
5572,"truffaut-632239728","Vlan7"
5573,"truffaut-682203080","Vlan2"
5574,"apparel-182862605","Vlan9"
5575,"seitan-2053732932","Vlan9"
5576,"bag-1489239611","Vlan9"
5577,"high-269023859","Vlan3"
5578,"park-855082893","Vlan7"
5579,"irony-359790736","Vlan9"
5580,"carles-319116420","Vlan1"
5581,"trade-493186176","Vlan8"
5582,"richardson-42684892","Vlan1"
5583,"art-320060169","Vlan4"
5584,"richardson-549822295","Vlan8"
5585,"fap-1390622094","Vlan4"
5586,"artisan-1310007899","Vlan10"
5587,"thundercats-2044151952","Vlan5"
5588,"company-2046711865","Vlan5"
5589,"year-684885602","Vlan9"
5590,"group-273607414","Vlan6"
5591,"organic-1495580641","Vlan4"
5592,"godard-1316889081","Vlan7"
5593,"biodiesel-1293789125","Vlan3"
5594,"bushwick-1066882265","Vlan4"
5595,"raw-1000219650","Vlan5"
5596,"child-1243724016","Vlan7"
5597,"richardson-493439191","Vlan9"
5598,"heard-1141348631","Vlan9"
5599,"polaroid-1841725684","Vlan7"
5600,"them-1464970171","Vlan7"
5601,"heard-706701545","Vlan4"
5602,"brooklyn-383933917","Vlan4"
5603,"shorts-1266498142","Vlan4"
5604,"pickled-334156427","Vlan9"
5605,"tofu-112880927","Vlan9"
5606,"high-1381499983","Vlan3"
5607,"pickled-1582834941","Vlan10"
5608,"craft-1242966899","Vlan7"
5609,"apparel-1688724495","Vlan2"
5610,"apparel-1579104987","Vlan1"
5611,"it-296382283","Vlan7"
5612,"farm-to-table-1440597561","Vlan2"
5613,"ethnic-1240550489","Vlan5"
5614,"richardson-1460262693","Vlan6"
5615,"DIY-1360120390","Vlan9"
5616,"probably-566041615","Vlan4"
5617,"Polaroid-595736046","Vlan9"
5618,"american-1905821319","Vlan5"
5619,"bushwick-1287782579","Vlan1"
5620,"jean-525149091","Vlan10"
5621,"brooklyn-644906154","Vlan5"
5622,"life-934957968","Vlan5"
5623,"rights-1987083096","Vlan7"
5624,"pop-up-288422776","Vlan1"
5625,"chips-1978716480","Vlan5"
5626,"day-1993821438","Vlan1"
5627,"artisan-439725158","Vlan4"
5628,"hand-427774636","Vlan8"
5629,"art-285513525","Vlan9"
5630,"mustache-188125967","Vlan8"
5631,"cleanse-2083854690","Vlan1"
5632,"point-1188659184","Vlan8"
5633,"post-ironic-1546955249","Vlan10"
5634,"heard-621548704","Vlan3"
5635,"stumptown-1748130540","Vlan7"
5636,"DIY-2026205869","Vlan6"
5637,"trade-1779911820","Vlan9"
5638,"beer-984230984","Vlan8"
5639,"occupy-2090265079","Vlan1"
5640,"farm-to-table-137384287","Vlan7"
5641,"park-1679924221","Vlan9"
5642,"belly-196621930","Vlan10"
5643,"echo-35711695","Vlan4"
5644,"art-88827605","Vlan3"
5645,"mcsweeney's-937979192","Vlan9"
5646,"Iphone-82018895","Vlan7"
5647,"Messenger-919958015","Vlan10"
5648,"post-ironic-610570059","Vlan4"
5649,"fanny-225347810","Vlan8"
5650,"tofu-1972576305","Vlan7"
5651,"locavore-837218499","Vlan5"
5652,"kogi-456937045","Vlan3"
5653,"wolf-1050948234","Vlan5"
5654,"chips-380809681","Vlan8"
5655,"cosby-157507777","Vlan1"
5656,"fap-1574680286","Vlan2"
5657,"etsy-1213032671","Vlan6"
5658,"pack-120417229","Vlan7"
5659,"PBR-13485070","Vlan4"
5660,"mlkshk-1147061929","Vlan3"
5661,"denim-1678646721","Vlan9"
5662,"vegan-1351130302","Vlan8"
5663,"dreamcatcher-1503948551","Vlan2"
5664,"Umami-2142580984","Vlan2"
5665,"Vinyl-1505987429","Vlan1"
5666,"Bicycle-1082867932","Vlan5"
5667,"keffiyeh-1552311116","Vlan7"
5668,"rights-1986762","Vlan3"
5669,"terry-1290697909","Vlan4"
5670,"child-1113028812","Vlan3"
5671,"mlkshk-1100888802","Vlan1"
5672,"art-619225362","Vlan7"
5673,"Messenger-745912591","Vlan4"
5674,"Tofu-395764838","Vlan5"
5675,"life-528485113","Vlan5"
5676,"truffaut-1554828455","Vlan1"
5677,"retro-17246324","Vlan9"
5678,"tofu-1279428051","Vlan4"
5679,"craft-1288482646","Vlan9"
5680,"raw-522473712","Vlan3"
5681,"belly-1495814222","Vlan1"
5682,"park-260942655","Vlan2"
5683,"denim-382601842","Vlan5"
5684,"echo-1637460448","Vlan2"
5685,"world-2089382456","Vlan10"
5686,"carles-1566737855","Vlan1"
5687,"whatever-119625241","Vlan4"
5688,"art-1697616137","Vlan6"
5689,"fap-873638408","Vlan4"
5690,"butcher-404855994","Vlan5"
5691,"williamsburg-172119965","Vlan3"
5692,"party-2019062311","Vlan5"
5693,"master-1117748708","Vlan4"
5694,"messenger-953245388","Vlan5"
5695,"eye-932560117","Vlan1"
5696,"bag-1877492011","Vlan2"
5697,"fap-1634915188","Vlan2"
5698,"Marfa-1163407443","Vlan3"
5699,"odd-1482031623","Vlan10"
5700,"williamsburg-206666401","Vlan2"
5701,"odd-1559126938","Vlan5"
5702,"ethical-1090456226","Vlan4"
5703,"echo-157081527","Vlan2"
5704,"Vinyl-1200172083","Vlan9"
5705,"irony-24587936","Vlan5"
5706,"art-1299031420","Vlan2"
5707,"heard-499383941","Vlan1"
5708,"dreamcatcher-1691613629","Vlan6"
5709,"raw-2074980297","Vlan9"
5710,"gentrify-932148003","Vlan9"
5711,"of-841311263","Vlan1"
5712,"DIY-458072323","Vlan10"
5713,"terry-1499772025","Vlan5"
5714,"vegan-1579961288","Vlan1"
5715,"semiotics-920563773","Vlan2"
5716,"mlkshk-1598690810","Vlan4"
5717,"truck-923712882","Vlan7"
5718,"booth-1645102456","Vlan6"
5719,"apparel-42759581","Vlan3"
5720,"future-828318520","Vlan9"
5721,"wayfarers-1391495870","Vlan7"
5722,"pork-1973448741","Vlan3"
5723,"dreamcatcher-516735673","Vlan4"
5724,"raw-813600500","Vlan3"
5725,"irony-1366227591","Vlan2"
5726,"life-953106768","Vlan10"
5727,"chips-485048692","Vlan9"
5728,"synth-1732913897","Vlan2"
5729,"week-1666377121","Vlan6"
5730,"raw-1052750912","Vlan3"
5731,"sweater-23309480","Vlan8"
5732,"mcsweeney's-1736945964","Vlan3"
5733,"art-321169642","Vlan9"
5734,"vice-869975574","Vlan2"
5735,"hand-1861601472","Vlan3"
5736,"party-1743440113","Vlan7"
5737,"synth-431476324","Vlan3"
5738,"park-1226424051","Vlan1"
5739,"kale-179096596","Vlan1"
5740,"synth-1344512378","Vlan3"
5741,"odd-1274154272","Vlan5"
5742,"polaroid-1620623862","Vlan7"
5743,"butcher-236006728","Vlan9"
5744,"semiotics-475533107","Vlan10"
5745,"raw-504221656","Vlan10"
5746,"child-1585555769","Vlan6"
5747,"week-517789432","Vlan4"
5748,"case-2086668052","Vlan9"
5749,"truffaut-52200919","Vlan1"
5750,"richardson-1961724200","Vlan5"
5751,"forage-2033957669","Vlan4"
5752,"butcher-1907691194","Vlan7"
5753,"shorts-1745487776","Vlan7"
5754,"carles-334567544","Vlan6"
5755,"put-239400728","Vlan10"
